id,ID_SECCENSAL,NUMSECCENSAL,FECALTA,FECBAJA,geometry,center,node
da_cartografiaSeccionCensal.1103,1103,7050,2012-03-06,,"POLYGON Z ((-4.46041594970107 36.764735192640174 0.00003747, -4.460547718598774 36.76467097376319 0.00003747, -4.460739462686021 36.764593903889335 0.00003747, -4.460873854902296 36.76453570982806 0.00003747, -4.460993269435268 36.764481737730215 0.00003747, -4.461047537448151 36.764432603543554 0.00003747, -4.461106364005185 36.764359183882966 0.00003747, -4.461127528203536 36.76428419844463 0.00003747, -4.461140667858813 36.76418307192564 0.00003747, -4.461158021172083 36.764039474043855 0.00003747, -4.461156566227493 36.763962756187034 0.00003747, -4.461130415278538 36.76390652374974 0.00003747, -4.460942678363765 36.76379776762043 0.00003747, -4.460775511198726 36.763714998314065 0.00003747, -4.460653636857317 36.76363975840907 0.00003747, -4.460572108920165 36.763574118861044 0.00003747, -4.460500261260177 36.76349017933061 0.00003747, -4.460434601272653 36.76333548546214 0.00003747, -4.460385591498537 36.763265408491584 0.00003747, -4.4603271310654655 36.76322573432536 0.00003747, -4.460002213661901 36.76302778118633 0.00003747, -4.4599710843933025 36.76297363768234 0.00003747, -4.45997294308369 36.762939289764965 0.00003747, -4.460052070746375 36.76287773631889 0.00003747, -4.4601459730116835 36.762801867686925 0.00003747, -4.460244559701189 36.76270776037238 0.00003747, -4.460270501487496 36.76262060169739 0.00003747, -4.460278700692535 36.762523574104186 0.00003747, -4.460245849520157 36.76237857316008 0.00003747, -4.460207089520604 36.76218720483036 0.00003747, -4.460154664705536 36.76206870163308 0.00003747, -4.460045119760196 36.76198118602244 0.00003746, -4.459924292984014 36.761960457844985 0.00003746, -4.45979305074857 36.76192335275196 0.00003747, -4.4597812577855604 36.76182717432303 0.00003747, -4.459851061210709 36.76175958786144 0.00003747, -4.459921417332739 36.76172058683085 0.00003747, -4.46008616876141 36.76166137227113 0.00003747, -4.4602146693417595 36.76156446422841 0.00003746, -4.46029578034263 36.761468137512125 0.00003746, -4.460352840736573 36.76135303232844 0.00003747, -4.460349408736006 36.76117194811564 0.00003746, -4.46039390750672 36.76101886802892 0.00003746, -4.46036714785272 36.76085713455194 0.00003746, -4.460316868856961 36.76070521738841 0.00003746, -4.460266240234221 36.76053424899345 0.00003746, -4.460263711461133 36.76040081043436 0.00003746, -4.460274105217922 36.76032441586258 0.00003746, -4.46052159978755 36.7602546487314 0.00003746, -4.46083468654007 36.760207908916044 0.00003746, -4.460977563668914 36.760244293182524 0.00003746, -4.4613103226395046 36.760297401545884 0.00003746, -4.461665324512434 36.76027397778954 0.00003746, -4.462042929674199 36.76019307278835 0.00003746, -4.462372795105944 36.760093688676456 0.00003746, -4.46272598522224 36.759974953180105 0.00003746, -4.46317321491265 36.75981692287082 0.00003746, -4.463552262871587 36.759812263222585 0.00003746, -4.463837281510962 36.759846896699706 0.00003747, -4.464138162203557 36.7597812254883 0.00003746, -4.4643019997351665 36.75967434197643 0.00003746, -4.464517428896837 36.75947626941309 0.00003746, -4.464633707707733 36.75936044279747 0.00003746, -4.464772225001905 36.75916807541498 0.00003746, -4.464863002876542 36.758957221825995 0.00003746, -4.4650237573560165 36.75868831348887 0.00003746, -4.465137135010033 36.75841999706076 0.00003746, -4.465273474604347 36.75811325085377 0.00003746, -4.465387937910285 36.75790211432476 0.00003746, -4.465550512196098 36.75772851439836 0.00003746, -4.465784874019661 36.75759216836496 0.00003746, -4.4660903089665345 36.7574549375681 0.00003746, -4.466349444581484 36.75737547883209 0.00003746, -4.466513455379996 36.75727812693457 0.00003746, -4.466628639721336 36.75710511836422 0.00003746, -4.466766070832164 36.75685555953671 0.00003745, -4.4667854045662505 36.75662652023855 0.00003746, -4.467017220926515 36.75635674263005 0.00003745, -4.467130951094126 36.75610747544777 0.00003745, -4.467219178929472 36.75576319093364 0.00003745, -4.46735478003644 36.75541832242646 0.00003745, -4.467444821065244 36.75516935593545 0.00003745, -4.467487113551069 36.75490190446247 0.00003745, -4.467457619678794 36.75459720886982 0.00003745, -4.467381830210842 36.75435027743558 0.00003745, -4.467257579507078 36.75404674970691 0.00003745, -4.467112183155709 36.75387694301403 0.00003745, -4.467011620600892 36.75357311404393 0.00003745, -4.46688809836359 36.753307714929555 0.00003745, -4.46683528397055 36.75302236192669 0.00003745, -4.46678282186086 36.7527560870864 0.00003745, -4.4667770178062565 36.75245109029085 0.00003745, -4.4668670575781215 36.75220212415157 0.00003745, -4.466789470115061 36.7518598827565 0.00003745, -4.466762508394121 36.75168861625344 0.00003745, -4.466758155745538 36.75145987762686 0.00003745, -4.466971063719437 36.751354495183044 0.00003745, -4.4671546544031395 36.75124722919246 0.00003745, -4.467278204143168 36.75114877944009 0.00003745, -4.467614089106604 36.7508720391407 0.00003744, -4.467666921190505 36.75074821211005 0.00003745, -4.467699684805125 36.750624632468316 0.00003745, -4.467770806650402 36.7505389433076 0.00003745, -4.46786459805406 36.750459031976504 0.00003745, -4.467922830943419 36.750355329504565 0.00003745, -4.467943264417252 36.75011074522257 0.00003745, -4.468032111791971 36.749968301799825 0.00003744, -4.468279237213602 36.74970077568688 0.00003745, -4.4663369578452174 36.746610768850196 0.00003744, -4.46607109536999 36.74623094049899 0.00003744, -4.46289895142285 36.74252419554356 0.00003743, -4.453346958824253 36.74260389456905 0.00003743, -4.453602942947279 36.74143702734831 0.00003743, -4.45357233133984 36.740795857571435 0.00003743, -4.453065587100337 36.73947418405523 0.00003743, -4.453034700096903 36.73881809007382 0.00003743, -4.453536495081178 36.73803427322586 0.00003742, -4.453742746322949 36.73766995118481 0.00003742, -4.453884117696858 36.737270049677704 0.00003742, -4.453973358317164 36.73697671713178 0.00003742, -4.454028687470916 36.73659612859023 0.00003742, -4.45401494888785 36.736295120812436 0.00003742, -4.454008209795112 36.7361515200468 0.00003742, -4.453588047485245 36.7358993102939 0.00003742, -4.4532208033101615 36.73524462714008 0.00003742, -4.453169903392695 36.735112120716 0.00003742, -4.453199653129745 36.73497862084708 0.00003742, -4.453308229396863 36.7348615106915 0.00003742, -4.45330885555996 36.734833523600095 0.00003742, -4.453168691465772 36.73452472032955 0.00003742, -4.452931075795135 36.73399190044822 0.00003742, -4.452773666842206 36.73399755313914 0.00003742, -4.452673463819591 36.73396519868186 0.00003742, -4.452589006040273 36.73390842240177 0.00003742, -4.4515313818431475 36.7329739051213 0.00003741, -4.450926136572217 36.73244417430241 0.00003741, -4.4508791271638435 36.73240744723933 0.00003741, -4.4508594019539025 36.732467369336966 0.00003741, -4.450869826971977 36.73265187613314 0.00003741, -4.4508965261237465 36.732716821164196 0.00003741, -4.450930517806266 36.732800327287904 0.00003741, -4.451058022788664 36.73305240934594 0.00003742, -4.451135534409768 36.73323236662663 0.00003741, -4.4511678517060504 36.733349470237286 0.00003742, -4.451184890157507 36.73364019848336 0.00003742, -4.4511968596918265 36.73390674083511 0.00003742, -4.451182924941505 36.73415121716432 0.00003742, -4.4512085351907 36.73428145476861 0.00003741, -4.4512680444511625 36.734489610805774 0.00003742, -4.451363589911625 36.73462855969145 0.00003742, -4.4514567554534565 36.734753956155636 0.00003742, -4.45159478972191 36.73486174114544 0.00003742, -4.451757675903646 36.73493501419819 0.00003742, -4.4520395404350435 36.73500683596081 0.00003742, -4.452240670304817 36.73507964189569 0.00003742, -4.452404394801926 36.73519737515985 0.00003742, -4.45231670669113 36.735280545819954 0.00003742, -4.452186204062376 36.7353471343065 0.00003742, -4.452020805861421 36.735366256047485 0.00003742, -4.451833710725031 36.73536169604568 0.00003742, -4.451618287492596 36.73531985156161 0.00003742, -4.451303716305951 36.735203956178886 0.00003742, -4.451068335761218 36.73511788262845 0.00003742, -4.450924168687163 36.735049551329105 0.00003742, -4.450851320551211 36.735117584405124 0.00003742, -4.450754942691519 36.73516537928856 0.00003742, -4.450506127910782 36.735237413195065 0.00003742, -4.450224617653005 36.73529492669227 0.00003742, -4.450099736691634 36.73530577733059 0.00003742, -4.449809987072648 36.73529438803032 0.00003742, -4.449536316736402 36.73522623037668 0.00003742, -4.449290147085399 36.73511071126388 0.00003742, -4.449211859770732 36.73563736084958 0.00003742, -4.448680199231639 36.73544987719221 0.00003742, -4.448266725507426 36.73526467624262 0.00003742, -4.447976913554049 36.735126465211934 0.00003742, -4.447838564884941 36.73503676380846 0.00003742, -4.44748138394519 36.73476509819951 0.00003742, -4.447213308079518 36.73455202107886 0.00003742, -4.4468647983791 36.734371623124126 0.00003742, -4.446502698820883 36.73420817332174 0.00003742, -4.446165095102911 36.734115301988815 0.00003742, -4.445997761190931 36.734059338351805 0.00003742, -4.445886961926395 36.73398253257381 0.00003742, -4.445828260711098 36.733940356814365 0.00003742, -4.445759735045411 36.73392431475729 0.00003742, -4.445508461653034 36.733911816684426 0.00003742, -4.445341802338096 36.733892999666736 0.00003742, -4.445046653621996 36.73389319315535 0.00003742, -4.444664777792056 36.73385744482556 0.00003742, -4.444150034910176 36.73369003487391 0.00003742, -4.443823325532569 36.73365360562922 0.00003742, -4.443424438616952 36.73351305536914 0.00003742, -4.443110436707992 36.73335128348411 0.00003742, -4.442634307089287 36.73310263327925 0.00003742, -4.44117103522605 36.73184329426849 0.00003741, -4.4410052796632 36.73196248279991 0.00003741, -4.440861579535809 36.73206337615327 0.00003741, -4.440696715622388 36.73218406032377 0.00003741, -4.440673766995516 36.73220085919823 0.00003741, -4.440375336522963 36.73241179240658 0.00003741, -4.439844639881608 36.732778772351864 0.00003741, -4.439391304454908 36.7330907305907 0.00003741, -4.438971218636678 36.73338425722606 0.00003741, -4.438739117654653 36.73354931459357 0.00003742, -4.4385289045701395 36.73368706499689 0.00003742, -4.438210014584217 36.73394481247942 0.00003742, -4.437463689460839 36.734458469639954 0.00003742, -4.43699762096225 36.7347378337062 0.00003742, -4.436394417972211 36.735064921224776 0.00003742, -4.436104184316359 36.73520664350416 0.00003742, -4.436513492173397 36.735707887666585 0.00003742, -4.436767053088096 36.73587358833592 0.00003742, -4.436960231751383 36.73595895422021 0.00003742, -4.437127126522015 36.73601310603947 0.00003742, -4.437302586988988 36.736067145195996 0.00003742, -4.437433528948056 36.73609709531895 0.00003742, -4.437551826829504 36.736106015035986 0.00003742, -4.437638597570913 36.73609807153685 0.00003742, -4.437738838176636 36.73608996530729 0.00003742, -4.437834431567901 36.73609570656242 0.00003742, -4.4379222129402445 36.73610893358676 0.00003742, -4.4380188645691305 36.73617082823927 0.00003742, -4.438098785573787 36.7362225768206 0.00003742, -4.438178423533566 36.736291572575695 0.00003742, -4.438239993143809 36.73634355175917 0.00003742, -4.438315306480414 36.73637761627373 0.00003742, -4.438398121727875 36.73638696381487 0.00003742, -4.4384762626327126 36.73637567160051 0.00003742, -4.438537593747968 36.736381826261095 0.00003742, -4.438568433621319 36.73642727184554 0.00003742, -4.438569352446951 36.73647653134262 0.00003742, -4.4386008633494045 36.73652492540547 0.00003742, -4.438658760652132 36.736576939726305 0.00003742, -4.4387148861162045 36.73663242779702 0.00003742, -4.438895391139596 36.736759822744844 0.00003742, -4.439040648381112 36.736835416282936 0.00003742, -4.439212871433555 36.73694565802224 0.00003742, -4.4393064408284 36.73703911987276 0.00003742, -4.439378305659989 36.73715058363926 0.00003742, -4.439420221729357 36.73729738382948 0.00003742, -4.439479664993213 36.73746516401568 0.00003742, -4.4395384094031725 36.73756249009142 0.00003742, -4.439661441823097 36.73762751673312 0.00003742, -4.439792927487566 36.73765400527097 0.00003742, -4.439905819762944 36.737635396104174 0.00003742, -4.43998329952747 36.73758864075599 0.00003742, -4.4406253626725025 36.73719166601556 0.00003742, -4.440707385659842 36.73715914243096 0.00003742, -4.440785324583619 36.73713701630017 0.00003742, -4.440881599576355 36.73714619019126 0.00003742, -4.440991133938938 36.73717689122184 0.00003742, -4.441074797003849 36.7372315490632 0.00003742, -4.4417080708220125 36.73800280029755 0.00003742, -4.441770784654757 36.73808283336078 0.00003743, -4.441907085310451 36.73813734887664 0.00003742, -4.442025178054716 36.73816744950229 0.00003742, -4.442117304285173 36.738184073128465 0.00003742, -4.442148241106799 36.738233951457616 0.00003743, -4.44222399226739 36.738324174418864 0.00003742, -4.442364711137686 36.73838553159037 0.00003742, -4.442627543072438 36.73846314846798 0.00003743, -4.442921106575036 36.73854728799854 0.00003743, -4.443270867164253 36.73859230979871 0.00003742, -4.443402484797245 36.73862569743764 0.00003743, -4.443481936287062 36.73868434371993 0.00003743, -4.443509902224873 36.738771701875166 0.00003743, -4.443477113692837 36.73888443196309 0.00003743, -4.443386894766431 36.7389697707234 0.00003743, -4.443297396474513 36.73912653666176 0.00003743, -4.443233199414476 36.73949041704636 0.00003743, -4.443131215609385 36.740059706837506 0.00003743, -4.443216885364315 36.74087601293924 0.00003743, -4.4432479606966355 36.74178412130177 0.00003743, -4.443418512370622 36.742588554049796 0.00003743, -4.443563057831793 36.743540617537995 0.00003743, -4.443692014462465 36.74437954576828 0.00003743, -4.44352604130728 36.745324043862674 0.00003744, -4.443408706386943 36.74582503125127 0.00003744, -4.443298894108235 36.746041661979284 0.00003744, -4.44299814666238 36.74655669896366 0.00003744, -4.442389184628077 36.7471882984051 0.00003744, -4.441593422711566 36.74765218027359 0.00003744, -4.441117797313591 36.74788505596779 0.00003744, -4.44075265745514 36.74796929489245 0.00003744, -4.440130951023001 36.74791966030439 0.00003744, -4.439522062032386 36.74780237966423 0.00003744, -4.439164864217871 36.74759091266852 0.00003744, -4.439105717175629 36.74966971432592 0.00003744, -4.439489573116582 36.749554876882236 0.00003745, -4.439916848544161 36.74959737505654 0.00003745, -4.440238768856389 36.74970787705332 0.00003744, -4.44058366332483 36.749779970942285 0.00003744, -4.44083256859558 36.74978648615442 0.00003744, -4.441366080521116 36.749808628533536 0.00003745, -4.441757645761872 36.74984201566657 0.00003744, -4.441996842458023 36.74996305159385 0.00003744, -4.442167467868865 36.75021837896446 0.00003745, -4.442311733753669 36.75033103655609 0.00003745, -4.442585932030891 36.75042304576117 0.00003745, -4.442883459844644 36.750495697935 0.00003744, -4.443132902971942 36.75053081218167 0.00003745, -4.443393291126762 36.75051811820319 0.00003745, -4.443630707434401 36.750543840440024 0.00003745, -4.443738917236435 36.75062833216646 0.00003745, -4.443991206517836 36.75081593574835 0.00003745, -4.4441133969880395 36.751014645003885 0.00003745, -4.444316173366152 36.75108845205764 0.00003745, -4.444553055803608 36.751085577530574 0.00003745, -4.444694836977566 36.75106479223642 0.00003745, -4.444890885785443 36.75109578240049 0.00003745, -4.445000169652056 36.75123745364269 0.00003745, -4.445075694816561 36.75147486651772 0.00003745, -4.4450221915361725 36.75178057630921 0.00003745, -4.444907679853349 36.75199169476988 0.00003745, -4.444745437613466 36.75218432788863 0.00003745, -4.444593603109368 36.75230056716317 0.00003745, -4.444488794971935 36.75239717099394 0.00003745, -4.444349344314174 36.7525418610467 0.00003745, -4.44430463912463 36.75268540133868 0.00003745, -4.444403325807701 36.75289394119644 0.00003745, -4.444607000624368 36.75301540271281 0.00003745, -4.444787704010745 36.75317527184639 0.00003745, -4.444862527049848 36.75337455513648 0.00003745, -4.444870209900391 36.753784390706734 0.00003745, -4.444932648844114 36.75395523190634 0.00003745, -4.444982881668273 36.75410715667811 0.00003745, -4.445032053662226 36.75420189158314 0.00003745, -4.445176152323002 36.75430500172682 0.00003745, -4.445284894209242 36.7544180868172 0.00003745, -4.445382513214937 36.754569426989875 0.00003745, -4.4456552999433825 36.75458517871662 0.00003745, -4.445858623655403 36.75468757768598 0.00003745, -4.445943322194301 36.75478188063222 0.00003745, -4.445969680446886 36.75493292314955 0.00003745, -4.446062013737839 36.75510932270268 0.00003746, -4.4462432617143515 36.75529778421806 0.00003745, -4.446785042960845 36.75575833129182 0.00003745, -4.447040052178996 36.75608889262822 0.00003746, -4.447473811465501 36.756474473373856 0.00003746, -4.447823756091647 36.7568134151529 0.00003746, -4.448114131683654 36.75713401606743 0.00003746, -4.448366990389297 36.75735019521295 0.00003746, -4.448620399400722 36.75759497744361 0.00003746, -4.449055418590281 36.75804727624592 0.00003746, -4.449212454992025 36.75820742643355 0.00003746, -4.449358897290346 36.75843444483475 0.00003746, -4.4495060685391445 36.75869957423203 0.00003746, -4.449642814411522 36.759041106596776 0.00003746, -4.449754091123894 36.75928761729367 0.00003746, -4.44976897805985 36.75944949806959 0.00003746, -4.449774536920219 36.75974496226435 0.00003746, -4.449766463763025 36.75994525177772 0.00003746, -4.449793918248728 36.76014511753608 0.00003746, -4.449892271067952 36.76033458284192 0.00003746, -4.450002821873962 36.76054296398407 0.00003746, -4.450137611548614 36.76077965099204 0.00003746, -4.450346698225293 36.76118703130082 0.00003746, -4.450457251547828 36.76139541193495 0.00003747, -4.450734097449684 36.76194019479563 0.00003747, -4.450965814244664 36.762290095425655 0.00003746, -4.451234677391913 36.762725337492746 0.00003747, -4.451347748999005 36.763067156191376 0.00003747, -4.451482008745976 36.76327524665739 0.00003747, -4.451488293096252 36.76360883071544 0.00003747, -4.452258361180415 36.764073705922215 0.00003747, -4.4528022178159805 36.76463905789078 0.00003747, -4.453127994152495 36.764949676703885 0.00003747, -4.4535040417952345 36.765412205732254 0.00003747, -4.45411252373575 36.765633573887136 0.00003747, -4.454432371751574 36.76562966547723 0.00003747, -4.454930285385251 36.76564264397472 0.00003747, -4.455699934824705 36.76561416792358 0.00003747, -4.45620914747746 36.76559840159556 0.00003747, -4.45661174792682 36.76558394700395 0.00003747, -4.457511889528926 36.76556338978086 0.00003747, -4.45791501914975 36.76557751654128 0.00003747, -4.458080152296256 36.765537364513186 0.00003747, -4.458111713695348 36.765327250314094 0.00003747, -4.458415209808277 36.765085202772596 0.00003747, -4.458708477404391 36.76492907458992 0.00003747, -4.458898020664468 36.7649267512463 0.00003747, -4.459134583125202 36.76490478663896 0.00003747, -4.459488704137367 36.76483370519537 0.00003747, -4.45981949573811 36.76478198237716 0.00003747, -4.46041594970107 36.764735192640174 0.00003747))","(-4.453410374152648, 36.74876208588734)",4366529976
da_cartografiaSeccionCensal.1061,1061,8043,2012-03-06,,"POLYGON Z ((-4.479966678179244 36.724440490616225 0.0000374, -4.479962534608697 36.72422446798214 0.0000374, -4.47994984747777 36.72356301745731 0.0000374, -4.479948263863019 36.72290365532056 0.0000374, -4.479959577772834 36.72233993344383 0.0000374, -4.479957256922356 36.72149791194442 0.0000374, -4.480511617106453 36.72141082374961 0.0000374, -4.480759629884153 36.721360957504 0.00003739, -4.481175317642158 36.72125554337836 0.0000374, -4.481694932317374 36.72108869345976 0.0000374, -4.481944639036004 36.72098311529347 0.00003739, -4.482438968624348 36.72079652102826 0.00003739, -4.482828995558199 36.720651326727655 0.00003739, -4.484122518325647 36.72016295350694 0.00003739, -4.484836518186766 36.719891187914264 0.00003739, -4.484663921372694 36.71969062484132 0.00003739, -4.484490800120041 36.71946333262645 0.00003739, -4.484166391923233 36.71899289012432 0.00003739, -4.484012468202275 36.71875644308791 0.00003739, -4.483863690146815 36.71849989367372 0.00003739, -4.483715480775544 36.718272289823126 0.00003739, -4.484684259392245 36.71787260645083 0.00003739, -4.485654040170534 36.71745396443218 0.00003739, -4.489840362729291 36.718020573289294 0.00003739, -4.489794403484386 36.71615935106468 0.00003739, -4.48976946516491 36.71486730435854 0.00003738, -4.489744568671478 36.714032733540954 0.00003738, -4.48855127975069 36.714034692355355 0.00003738, -4.487413983325393 36.714028566472535 0.00003738, -4.486506955107644 36.71402406275609 0.00003738, -4.484156525113882 36.71401267006502 0.00003738, -4.483802855947377 36.71401933948846 0.00003738, -4.480892447845747 36.71401825605053 0.00003738, -4.479398311992473 36.71400064356647 0.00003738, -4.478273205812583 36.713972771485494 0.00003738, -4.477699974462005 36.7139504908041 0.00003738, -4.4767775996134525 36.71387825506278 0.00003738, -4.475823922580995 36.713783792983 0.00003738, -4.475177009159463 36.713726231036 0.00003738, -4.473079698203424 36.71352308248801 0.00003738, -4.473110999898284 36.71369425850046 0.00003738, -4.4731473384818825 36.71383602265989 0.00003738, -4.473322454360667 36.7141995718174 0.00003738, -4.473562207924324 36.714571343926586 0.00003738, -4.473835330856217 36.714929154534396 0.00003738, -4.474029651966216 36.71512314621412 0.00003738, -4.4744402646669315 36.7154882855577 0.00003739, -4.474807468750274 36.71578172295222 0.00003739, -4.475108496408489 36.71598567682199 0.00003739, -4.475437209855797 36.71617123190877 0.00003739, -4.4755766815053395 36.71628237694346 0.00003739, -4.475779460062345 36.7164785143421 0.00003739, -4.475908806666595 36.71664622095265 0.00003739, -4.476059330608151 36.716894934950254 0.00003739, -4.476161512322667 36.7171081289587 0.00003739, -4.476220625198181 36.71726767373615 0.00003739, -4.476255165921696 36.71746138858632 0.00003739, -4.476282865503489 36.71773645822731 0.00003739, -4.476288686013191 36.71789441007505 0.00003739, -4.476274729337512 36.718190304565525 0.00003739, -4.47623635376428 36.71838266075704 0.00003739, -4.476176689841814 36.7186339798172 0.00003739, -4.476037136718821 36.718958509013625 0.00003739, -4.47608236917012 36.71897826586911 0.00003739, -4.4762827275274395 36.719048020268914 0.00003739, -4.476553550658762 36.71913721816044 0.00003739, -4.476945257818089 36.719245233759416 0.00003739, -4.4772045314129025 36.71931651840272 0.00003739, -4.4775198437089845 36.719387098201295 0.00003739, -4.477789577743415 36.719419870284334 0.00003739, -4.478154954592368 36.71946951863545 0.00003739, -4.478460878165085 36.71948829198921 0.00003739, -4.478929255988242 36.719500531167114 0.00003739, -4.479161526692557 36.7194795914189 0.00003739, -4.479118715615156 36.71958622659218 0.00003739, -4.478473268668377 36.72057396992522 0.00003739, -4.4777737318018325 36.72166622344898 0.0000374, -4.477204566518459 36.72254015125071 0.0000374, -4.476640910626544 36.72340948299564 0.0000374, -4.476199867269777 36.724094443471664 0.0000374, -4.4760403749372 36.72433007203399 0.0000374, -4.4780317539369054 36.724377645861445 0.0000374, -4.478740273147719 36.72440066165279 0.0000374, -4.479763314793193 36.724433887026386 0.0000374, -4.479966678179244 36.724440490616225 0.0000374))","(-4.480132501958711, 36.71898557799672)",418495946
da_cartografiaSeccionCensal.904,904,5002,2012-03-06,,"POLYGON Z ((-4.424558538863767 36.727087285851994 0.0000374, -4.424920820921335 36.72701694096793 0.0000374, -4.425081561563649 36.72697101064247 0.00003741, -4.425478932953931 36.726806479999894 0.00003741, -4.425640028726338 36.726715573608786 0.00003741, -4.426053415022738 36.7267225122817 0.0000374, -4.426049546027351 36.7263680006993 0.0000374, -4.426027627543233 36.72615513514808 0.0000374, -4.425847993166087 36.72449992789827 0.0000374, -4.425379939726388 36.724502458068464 0.0000374, -4.42400287027714 36.72456486149642 0.0000374, -4.423899491529429 36.72427477272739 0.0000374, -4.423078714056073 36.72441470295632 0.0000374, -4.42301472377996 36.72442407614256 0.0000374, -4.422916739415256 36.724200409644105 0.0000374, -4.4223942898965785 36.724346342628365 0.0000374, -4.4221034985957015 36.72442730981786 0.0000374, -4.421845756348277 36.72449639775786 0.0000374, -4.421893385802214 36.72462975977754 0.0000374, -4.421931776216414 36.72471445707307 0.0000374, -4.421982556043066 36.72482674263156 0.0000374, -4.422047616529722 36.7249398131013 0.0000374, -4.422115884864859 36.72503371740214 0.0000374, -4.422205448533081 36.72512258985689 0.0000374, -4.421647515439534 36.725342606270594 0.0000374, -4.421430839711029 36.725431538709785 0.0000374, -4.421470391935503 36.72553128475443 0.0000374, -4.421503806357994 36.72560360219029 0.0000374, -4.421509411188564 36.72565132777465 0.0000374, -4.421595550301149 36.72568378656483 0.0000374, -4.422193836619714 36.72591295427586 0.0000374, -4.422240657370109 36.725939184778326 0.0000374, -4.422317673450572 36.72599183531123 0.0000374, -4.4223913829317105 36.72605888467378 0.0000374, -4.422448290876803 36.726116570803605 0.0000374, -4.422561032229037 36.72623863522534 0.0000374, -4.42262420267234 36.72631346327787 0.0000374, -4.422686263555402 36.72639309101199 0.0000374, -4.42274028843415 36.72648812058771 0.0000374, -4.422831272011125 36.726654460313135 0.0000374, -4.422956834889596 36.72689118303937 0.0000374, -4.422992231133872 36.726971877427474 0.0000374, -4.423322459400775 36.72681077945061 0.0000374, -4.423367396148619 36.726788860950684 0.0000374, -4.423488952844728 36.726733702068245 0.0000374, -4.423618918225797 36.72677802069881 0.0000374, -4.424284864207489 36.727001582246274 0.00003741, -4.424558538863767 36.727087285851994 0.0000374))","(-4.4237384849760515, 36.725627464982466)",1487935025
